stock,currentValue,VaR95,ES95,VaR99,ES99,Standard_Dev,min,max,mean
MU,96.23999786376953,4.085686497364236,5.592039936067166,6.31868877260068,8.243405225650877,2.5380162312558157,-18.660432027610668,17.120088967074665,-0.08961639208353832
SPGI,513.239990234375,8.848233523785552,12.214732669905233,13.674050417821547,18.57642702762741,5.554649709993413,-36.404927904305566,30.66036123501408,0.05609716045155517
MMM,134.69000244140625,3.4113693959383795,6.187012443332213,7.621936180652796,12.846262569172683,2.609377981242372,-43.75845598661623,31.36195528533304,-0.25574591232660276
NOW,855.0,25.561959843758927,40.14522165985114,47.091974156044216,69.68614087185377,18.221233424013825,-137.90992138009756,331.04881876784407,0.1698843743382208
BKNG,3900.185302734375,89.65052297080729,138.4544953549302,160.40517127446765,241.8875548808583,68.33370494600537,-1364.0062284984956,1783.421221421887,2.7841322983534798
F,11.1899995803833,0.36563555582162266,0.5341574358508356,0.6258352902411328,0.8604716353089306,0.24756522781897472,-2.4437702053254906,2.257009191773374,0.007643051054596394
ADP,274.52252197265625,4.016101087389018,6.386968708255846,7.745438574362879,10.846243502722782,3.024364194973142,-22.781182305039664,48.30903997323338,0.2327323927560189
ZTS,183.49000549316406,4.4961347853089535,6.6270606618702335,7.563703550209823,10.451486507822795,2.9050742966691163,-17.54690100671968,21.01294502775565,-0.030650032005179087
LRCX,821.010009765625,31.56274340629625,43.38105703306121,50.680979961309845,63.07811514078562,20.03431151435723,-143.41516539382246,101.5561824379372,-0.012220749801240664
PNC,185.08999633789062,4.789566737605526,6.736052084356096,7.555689186430897,10.118677065812816,3.03994393315259,-21.345518546944476,18.348053244784268,-0.08665588366150626
MDLZ,71.80999755859375,1.2469371581936315,1.7337124584009544,1.9952918297204008,2.5623954313176727,0.7946141637427458,-4.38133612236571,4.066597479094682,0.013481746170424865
MO,53.77000045776367,0.8217762036616705,1.3032996462827076,1.5357879607891078,2.2579247568935443,0.6048527282014443,-6.368243301773241,8.730936623594573,0.014390818991491859
ADI,233.9199981689453,6.922971821980042,8.924817319825912,10.142535993637637,12.06851825022091,4.2941237052617485,-17.720584135950162,27.293590677282225,-0.009800378837419669
GILD,78.26851654052734,1.7081596758222872,2.539573890999886,2.9899215279413056,3.979067470565342,1.1206411400465435,-7.658845615239684,9.10617256116619,0.012013397098667713
LMT,564.9500122070312,8.540095699417066,13.636583051004697,15.766851034154115,23.44683031176488,5.554598650178795,-53.66358520412996,41.06300969898507,-0.32483721395645987
SYK,360.4200134277344,7.548710107237923,11.97020860824151,14.305458328838597,20.649132673922114,5.130312158436967,-48.5355888812428,49.49541312228695,-0.12171404237632528
GM,49.65593719482422,1.4984207552058137,2.182538438664852,2.567381836247101,3.4066349767869464,0.9672690432405575,-6.318807095198217,8.415101710567193,-0.023992076603081308
TFC,44.459999084472656,1.3591169365295315,1.7403021618357295,2.000405523697438,2.3117057861444903,0.8145723791402684,-3.5585188930486567,4.112860910154957,-0.032596686831166094
TJX,117.2699966430664,1.9533236148425033,2.735282876246129,3.141591453800558,4.13976694788582,1.2293781722189328,-7.535229743012366,7.110577182913701,-0.01734108523234685
Total,27880.75522327423,365.0078467946752,463.3658929965213,517.6152459833904,616.3529993941224,225.59693004663094,-1620.0670719610068,1769.4123830970425,-0.08300957417175923
