Date,Close/Last,Volume,Open,High,Low
05/07/2021,98.44,5884980,97.23,98.50,97.07
05/06/2021,97.16,5649725,96.69,97.24,96.26
05/05/2021,96.62,4580532,98.08,98.10,96.23
05/04/2021,98.25,6449118,98.43,99.23,97.69
05/03/2021,98.89,6844053,99.56,99.56,98.67
04/30/2021,99.08,4371525,98.39,99.30,98.21
04/29/2021,98.69,3319085,98.50,99.13,98.03
04/28/2021,97.85,3509229,98.31,98.44,97.80
04/27/2021,98.06,3091131,98.36,98.395,97.81
04/26/2021,98.07,5404709,98.10,98.645,97.84
04/23/2021,97.78,5240090,97.43,97.98,97.14
04/22/2021,97.21,3207219,97.73,98.125,96.99
04/21/2021,97.74,4407085,97.22,97.905,96.87
04/20/2021,97.10,4968964,96.16,97.28,96.12
04/19/2021,96.31,2882965,96.17,96.31,95.508
04/16/2021,96.12,3754289,96.26,96.40,95.795
04/15/2021,95.91,6497086,94.84,95.91,94.64
04/14/2021,94.26,4569125,94.85,95.335,94.13
04/13/2021,94.76,3975303,94.15,94.88,94.03
04/12/2021,94.29,2828388,93.93,94.29,93.14
04/09/2021,93.74,5371257,94.00,94.12,93.5199
04/08/2021,93.85,5034460,94.23,94.575,93.76
04/07/2021,94.20,3038540,94.15,94.496,93.3757
04/06/2021,94.13,5111585,93.95,94.14,93.49
04/05/2021,93.89,4240169,94.16,94.16,92.98
04/01/2021,93.53,5461231,92.344,93.58,92.00
03/31/2021,91.86,4430498,92.42,92.88,91.49
03/30/2021,92.42,5822068,92.16,92.68,92.04
03/29/2021,92.30,5116565,92.64,92.94,91.485
03/26/2021,92.84,3864946,91.32,92.89,91.16
03/25/2021,90.88,4218948,89.83,91.09,88.83
03/24/2021,90.49,4144528,91.05,91.775,90.49
03/23/2021,91.00,2966420,91.10,91.71,90.49
03/22/2021,91.13,2677282,90.50,91.35,90.20
03/19/2021,90.49,4429432,91.88,92.119,90.41
03/18/2021,91.74,3496663,92.31,92.40,91.43
03/17/2021,92.68,3663081,92.43,92.72,91.57
03/16/2021,92.60,3122611,92.99,93.20,92.20
03/15/2021,92.98,6026868,91.83,93.20,91.36
03/12/2021,91.62,3263048,90.07,91.655,90.03
03/11/2021,90.11,3829984,89.70,90.63,89.15
03/10/2021,89.07,3429745,88.42,89.63,88.15
03/09/2021,88.19,3873555,88.13,88.87,88.07
03/08/2021,87.61,4823054,87.23,88.53,86.59
03/05/2021,86.86,7166211,86.58,87.16,84.445
03/04/2021,85.92,6869451,87.08,87.55,84.88
03/03/2021,86.91,6231717,87.37,87.725,86.725
03/02/2021,87.41,4715579,88.29,88.29,86.829
03/01/2021,88.26,4834716,88.87,89.67,88.16
02/26/2021,87.87,6519865,89.51,89.52,87.77
02/25/2021,89.17,7548828,90.80,91.45,88.56
02/24/2021,90.91,3551256,90.23,91.185,90.01
02/23/2021,90.22,4378358,89.88,90.47,89.65
02/22/2021,89.66,3493159,88.70,90.05,88.51
02/19/2021,88.92,4170745,88.73,89.45,88.49
02/18/2021,88.41,3254592,88.47,88.79,88.255
02/17/2021,88.79,2939568,88.70,88.93,88.25
02/16/2021,88.90,2774644,89.92,89.97,88.41
02/12/2021,89.59,2297396,89.34,89.68,88.91
02/11/2021,89.57,3717144,89.54,90.09,89.045
02/10/2021,89.38,3421434,89.36,90.097,88.99
02/09/2021,88.90,2519024,88.75,89.125,88.39
02/08/2021,88.59,3212975,88.43,88.5926,87.79
02/05/2021,88.11,2583892,88.17,88.28,87.81
02/04/2021,87.80,4118258,87.22,88.29,87.10
02/03/2021,87.20,5148734,87.47,87.48,86.00
02/02/2021,87.42,3849806,87.46,87.74,86.68
02/01/2021,86.90,6149048,85.48,86.955,84.42
01/29/2021,84.96,7350021,85.47,86.328,84.51
01/28/2021,85.95,6237021,85.51,86.91,85.23
01/27/2021,85.49,5907583,86.38,87.175,85.07
01/26/2021,87.03,4706311,86.61,87.305,86.46
01/25/2021,86.42,7819695,85.74,87.08,85.26
01/22/2021,85.77,5272757,85.13,85.91,84.92
01/21/2021,85.57,4213264,85.73,85.741,84.83
01/20/2021,85.98,5198359,84.44,86.37,84.13
01/19/2021,84.37,5521161,85.14,85.18,83.99
01/15/2021,84.61,3939956,83.46,84.8727,83.18
01/14/2021,83.65,5866397,83.44,84.22,83.13
01/13/2021,83.16,9024954,82.22,83.33,82.21
01/12/2021,82.16,7857406,81.86,82.23,81.23
01/11/2021,81.97,6565650,82.53,83.02,81.68
01/08/2021,83.07,4931681,82.53,83.36,82.39
01/07/2021,82.27,4068529,82.50,82.54,81.75
01/06/2021,82.43,6520106,82.26,82.97,81.73
01/05/2021,82.29,4932614,82.17,82.87,82.13
01/04/2021,82.17,5311507,85.20,85.28,82.07
12/31/2020,84.93,4827636,84.09,85.045,83.40
12/30/2020,84.12,3996189,83.87,84.78,83.71
12/29/2020,83.66,3880214,84.69,85.14,83.57
12/28/2020,84.38,5655145,84.29,84.51,83.80
12/24/2020,83.88,1563650,83.48,83.90,83.23
12/23/2020,84.49,3658988,85.37,85.93,84.415
12/22/2020,85.04,2828935,84.50,85.12,84.11
12/21/2020,84.45,4993609,83.70,84.51,83.345
12/18/2020,84.93,3988469,86.76,86.77,84.40
12/17/2020,86.67,3341431,86.26,86.745,85.92
12/16/2020,85.84,3419865,85.99,86.46,85.4099
12/15/2020,85.74,2867729,84.50,85.76,83.8499
12/14/2020,84.02,3735158,85.08,85.68,83.96
12/11/2020,84.39,4044379,84.06,84.57,83.57
12/10/2020,84.47,3737916,84.38,85.02,84.16
12/09/2020,84.84,5024046,85.55,85.65,84.28
12/08/2020,85.37,2648390,85.29,85.82,85.25
12/07/2020,85.67,2620736,86.21,86.49,85.35
12/04/2020,86.42,3053210,85.49,86.44,85.49
12/03/2020,85.12,3386513,84.60,85.5473,84.47
12/02/2020,84.41,3738506,84.89,85.385,84.335
12/01/2020,85.08,6489125,84.96,85.43,84.70
11/30/2020,84.00,6413676,84.78,84.85,83.725
11/27/2020,84.89,2063916,85.52,85.55,84.54
11/25/2020,85.27,5792761,85.29,85.41,84.08
11/24/2020,85.22,4805459,85.71,86.41,85.12
11/23/2020,84.77,4520036,85.19,85.77,84.63
11/20/2020,84.61,3136598,85.03,85.15,84.23
11/19/2020,85.07,4225385,84.62,85.17,83.73
11/18/2020,84.74,9655476,86.59,87.08,84.68
11/17/2020,86.42,3856964,85.70,86.755,85.11
11/16/2020,86.34,2978595,87.17,87.4364,85.32
11/13/2020,85.38,3443535,83.66,85.57,83.66
11/12/2020,83.16,3939500,83.88,84.225,82.59
11/11/2020,84.26,3416112,84.28,84.65,83.44
11/10/2020,83.94,6146064,82.85,84.02,82.39
11/09/2020,82.73,8999275,84.53,88.29,82.56
11/06/2020,79.90,3696634,80.69,81.11,79.60
11/05/2020,80.45,3984914,80.69,81.2125,80.12
11/04/2020,80.07,2867483,80.50,81.29,79.44
11/03/2020,79.93,4214739,79.20,80.40,78.92
11/02/2020,78.42,4254513,77.40,78.46,76.88
10/30/2020,76.59,3979041,76.66,77.22,75.675
10/29/2020,77.10,4645616,76.20,77.68,75.46
10/28/2020,76.08,4422225,76.68,77.43,75.79
10/27/2020,77.94,2264112,79.30,79.73,77.94
10/26/2020,79.21,2691201,79.74,79.86,78.51
10/23/2020,80.36,2588671,80.18,80.67,79.69
10/22/2020,79.88,3828924,79.88,80.22,79.53
10/21/2020,79.89,2686188,79.91,80.27,79.51
10/20/2020,80.13,4038687,80.09,80.74,79.93
10/19/2020,79.56,9872954,81.03,81.20,79.44
10/16/2020,80.82,2925600,81.41,81.43,80.67
10/15/2020,81.40,2915614,80.35,82.06,80.33
10/14/2020,80.98,4653678,81.90,82.10,80.86
10/13/2020,81.98,4406336,83.07,83.12,81.50
10/12/2020,83.41,5655858,83.12,83.64,82.55
10/09/2020,83.02,6556256,83.86,83.875,82.73
10/08/2020,83.35,2269020,82.42,83.58,82.28
10/07/2020,81.98,2362478,82.37,82.40,81.60
10/06/2020,81.86,5830318,82.61,83.0738,81.54
10/05/2020,82.40,2654906,82.23,82.66,80.83
10/02/2020,81.93,3346829,79.46,82.19,79.17
10/01/2020,80.54,6406543,79.28,80.615,78.93
09/30/2020,78.96,4507061,79.12,79.88,78.15
09/29/2020,78.72,3663003,79.28,79.33,78.08
09/28/2020,79.29,3471096,78.79,79.67,78.70
09/25/2020,77.70,3503482,75.96,77.755,75.72
09/24/2020,76.72,6813314,76.32,77.81,75.95
